Experiment ID,22135.0,
Experiment name,Liver digitonin phos,
Job,c2380340-f1e6-484b-8ed7-14c3da63b0be,
Method,BD2 eJTK,
Submitted,2023-08-30T14:57:10.455261581,Finished,2023-08-30T14:57:11.488454573,
NULL_SIZE,100000,
DW_END,0.0,
PERIOD_MIN,24.0,
DATA_SET_ID,22135_NO_DTR,
PERIOD_MAX,24.0,
DW_START,0.0,
PRESET,EJTK_CLASSIC,
METHOD,BD2EJTK,
DATA_SET_TYPE_NAME,no dtr,
PARAMS_SUMMARY,no dtr min-max p(24.0),
DATA_SET_TYPE,NO_DTR,


Individual Results,

Data Id,Data Label,,tau,emp p,emp p BH Corrected,Pattern Shape,Pattern Period,Pattern Peak,P. Trough,P. Circ. Peak,P. Circ. Trough,P. Width,P. Asym,,JTK p from tau,JTK p BH Corrected,bf corrected JTK p,BH bf corrected p,
11,A2A7S8_S966___1,,0.13043729868748782,0.9062609373906261,0.9713447174471344,ACOS,24.0,4.0,2.0,4.0,2.0,24.0,0.08,,0.24049416858204564,0.2577654300113796,18.75854514939956,1.0,
12,A2A7S8_S1016___1,,0.6149186938124426,0.007829921700782993,0.15679665988150246,ACOS,24.0,8.0,18.0,8.0,18.0,24.0,0.58,,4.465174392780171E-4,0.008941653024529407,0.03482836026368533,0.6974489359132936,
13,A2A7S8_S270___1,,0.3540440964374669,0.3125168748312517,0.7486128798018015,ACOS,24.0,10.0,14.0,10.0,14.0,24.0,0.83,,0.027887169552556004,0.067873080357144,2.175199225099368,1.0,
14,A2A995_S573___1,,0.4099457958749617,0.18751812481875182,0.6348928271016915,ACOS,24.0,8.0,12.0,8.0,12.0,24.0,0.83,,0.013386385243419103,0.045323191985209246,1.04413804898669,1.0,
15,A2A995_S562___1,,0.29814239699997214,0.43751562484375156,0.8024924272496405,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.05361444160464873,0.09833976419542527,4.181926445162601,1.0,
16,A2A9C3_S1395___1,,0.577650894187446,0.015639843601563983,0.19520499075088144,ACOS,24.0,16.0,8.0,16.0,8.0,24.0,0.33,,9.015710203196908E-4,0.011252744411406317,0.07032253958493588,0.8777140640896929,
17,A2A9C3_S2135___1,,0.5217491947499513,0.04689953100468995,0.3562787901532749,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.0024097615294134673,0.01830608758478802,0.18796139929425046,1.0,
18,A2A9T0_S500___1,,0.20497289793748086,0.7500124998750013,0.9545613634772743,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.13405890065957154,0.17062041902127287,10.45659425144658,1.0,
19,A2AAE1_S4666___1,,0.20497289793748086,0.7500124998750013,0.9545613634772743,COS,24.0,14.0,2.0,14.0,2.0,24.0,0.5,,0.13405890065957154,0.17062041902127287,10.45659425144658,1.0,
20,A2AAE1_S2755___1,,0.26087459737497565,0.5625143748562514,0.8679812153353716,ACOS,24.0,10.0,2.0,10.0,2.0,24.0,0.33,,0.07935437224874475,0.12244683433066492,6.189641035402091,1.0,
21,A2ABV5_S992___1,,0.503115294937453,0.06251937480625194,0.41125010787314165,ACOS,24.0,2.0,10.0,2.0,10.0,24.0,0.67,,0.0032820864904672107,0.021589442111929844,0.2560027462564424,1.0,
22,A2ADY9_S121___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
23,A2AF47_S1237___1,,0.2795084971874739,0.5000149998500015,0.8379488662740491,ACOS,24.0,22.0,12.0,22.0,12.0,24.0,0.42,,0.06550881647134288,0.10978278353566148,5.1096876847647446,1.0,
24,A2AG58_S205___1,,0.18633899812498259,0.8125118748812512,0.9681887024459009,ACOS,24.0,10.0,4.0,10.0,4.0,24.0,0.25,,0.15703129585716225,0.19050882672241617,12.248441076858654,1.0,
25,A2AGH6_S636___1,,0.29814239699997214,0.43751562484375156,0.8024924272496405,ACOS,24.0,2.0,2.0,2.0,2.0,24.0,0.0,,0.05361444160464873,0.09833976419542527,4.181926445162601,1.0,
26,A2AHG0_S204___1,,0.4472135954999582,0.12501874981250188,0.5471083325128021,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.007842546279573382,0.034320631298160695,0.6117186098067239,1.0,
27,A2AI08_S501___1,,0.03726779962499652,0.998060019399806,0.9990072449797489,ACOS,24.0,4.0,4.0,4.0,4.0,24.0,0.0,,0.42021370096225497,0.42061251181416476,32.77666867505589,1.0,
28,A2AIG8_S490___1,,0.2795084971874739,0.5000149998500015,0.8379488662740491,COS,24.0,10.0,22.0,10.0,22.0,24.0,0.5,,0.06550881647134288,0.10978278353566148,5.1096876847647446,1.0,
29,A2AIV2_S1578___1,,0.18633899812498259,0.8125118748812512,0.9681887024459009,ACOS,24.0,16.0,8.0,16.0,8.0,24.0,0.33,,0.15703129585716225,0.19050882672241617,12.248441076858654,1.0,
30,A2AIV2_S138___1,,0.14907119849998607,0.8750112498875011,0.9681887024459009,COS,24.0,14.0,2.0,14.0,2.0,24.0,0.5,,0.21029812498078254,0.23269217256135546,16.403253748501037,1.0,
31,A2AJ15_S102___1,,0.503115294937453,0.06251937480625194,0.41125010787314165,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.0032820864904672107,0.021589442111929844,0.2560027462564424,1.0,
32,A2AJ88_S1256___1,,0.20497289793748086,0.7500124998750013,0.9545613634772743,ACOS,24.0,4.0,0.0,4.0,0.0,24.0,0.17,,0.13405890065957154,0.17062041902127287,10.45659425144658,1.0,
33,A2AJ88_S341___1,,0.3354101966249687,0.34376656233437664,0.7486128798018015,ACOS,24.0,8.0,18.0,8.0,18.0,24.0,0.58,,0.03498372787327912,0.0772155667883189,2.7287307741157716,1.0,
34,A2AJ88_S384___1,,0.16770509831248434,0.8437615623843762,0.9681887024459009,ACOS,24.0,2.0,10.0,2.0,10.0,24.0,0.67,,0.1824518756760124,0.2107622251328599,14.231246302728968,1.0,
35,A2AJI0_S78___1,,0.5590169943749478,0.023459765402345976,0.2402158502686818,ACOS,24.0,4.0,14.0,4.0,14.0,24.0,0.58,,0.0012630300532244254,0.012932773748874051,0.09851634415150518,1.0,
36,A2AJK6_S2548___1,,0.18633899812498259,0.8125118748812512,0.9681887024459009,ACOS,24.0,20.0,22.0,20.0,22.0,24.0,0.92,,0.15703129585716225,0.19050882672241617,12.248441076858654,1.0,
37,A2AJT4_S211___1,,0.46584749531245645,0.0937690623093769,0.4672209655856197,ACOS,24.0,14.0,10.0,14.0,10.0,24.0,0.17,,0.005920711107451196,0.029500992037756826,0.4618154663811933,1.0,
38,A2AJT4_S290___1,,0.4099457958749617,0.18751812481875182,0.6348928271016915,ACOS,24.0,14.0,10.0,14.0,10.0,24.0,0.17,,0.013386385243419103,0.045323191985209246,1.04413804898669,1.0,
39,A2ALU4_S236___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,4.0,4.0,4.0,4.0,24.0,0.0,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
40,A2ALU4_S1165___1,,0.09316949906249129,0.968760312396876,0.9926028589455038,ACOS,24.0,2.0,2.0,2.0,2.0,24.0,0.0,,0.30735312441432305,0.31491751478203306,23.973543704317198,1.0,
41,A2ALU4_S394___1,,0.5403830945624495,0.031269687303126965,0.26775992050634295,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.0017528052122483628,0.01500913583641088,0.1367188065553723,1.0,
42,A2ALU4_S318___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,16.0,12.0,16.0,12.0,24.0,0.17,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
43,A2ALU4_S935___1,,0.3913118960624634,0.21876781232187678,0.6642815337681556,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.017251591034782986,0.052383909821548336,1.345624100713073,1.0,
44,A2AMM0_S20___1,,0.3354101966249687,0.34376656233437664,0.7486128798018015,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.03498372787327912,0.0772155667883189,2.7287307741157716,1.0,
45,A2AN08_S178___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
46,A2APT9_S350___1,,0.37267799624996517,0.25001749982500177,0.6769836281098036,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.02203270318362918,0.059658941269150806,1.718550848323076,1.0,
47,A2APT9_S361___1,,0.3913118960624634,0.21876781232187678,0.6642815337681556,ACOS,24.0,4.0,0.0,4.0,0.0,24.0,0.17,,0.017251591034782986,0.052383909821548336,1.345624100713073,1.0,
48,A2AQ07_S435___1,,0.42857969568745996,0.15626843731562684,0.5957028140561967,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.010293111274975088,0.039237836233760454,0.8028626794480569,1.0,
49,A2AR02_S395___1,,0.5217491947499513,0.04689953100468995,0.3562787901532749,ACOS,24.0,12.0,22.0,12.0,22.0,24.0,0.58,,0.0024097615294134673,0.01830608758478802,0.18796139929425046,1.0,
50,A2ASS6_S10281___1,,0.20497289793748086,0.7500124998750013,0.9545613634772743,COS,24.0,20.0,8.0,20.0,8.0,24.0,0.5,,0.13405890065957154,0.17062041902127287,10.45659425144658,1.0,
51,A2ASS6_S2080___1,,0.3167762968124704,0.37501624983750165,0.7486128798018015,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.04349923101882863,0.08683379617891092,3.392940019468633,1.0,
52,A2ASS6_S9144___1,,0.48448139512495475,0.07814921850781492,0.4439212340372108,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.004428713520216645,0.025157001037639973,0.3454396545768983,1.0,
53,A2ASS6_S33875___1,,0.3913118960624634,0.21876781232187678,0.6642815337681556,ACOS,24.0,22.0,22.0,22.0,22.0,24.0,0.0,,0.017251591034782986,0.052383909821548336,1.345624100713073,1.0,
54,A2AWA9_S496___1,,0.055901699437494776,0.99220007799922,0.9958195231687652,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.3813183256938952,0.3827093362396461,29.742829404123825,1.0,
55,A2AWA9_S42___1,,0.577650894187446,0.015639843601563983,0.19520499075088144,COS,24.0,14.0,2.0,14.0,2.0,24.0,0.5,,9.015710203196908E-4,0.011252744411406317,0.07032253958493588,0.8777140640896929,
56,A2AWL7_S921___1,,0.3354101966249687,0.34376656233437664,0.7486128798018015,ACOS,24.0,8.0,10.0,8.0,10.0,24.0,0.92,,0.03498372787327912,0.0772155667883189,2.7287307741157716,1.0,
57,A2AWP8_S138___1,,0.5590169943749478,0.023459765402345976,0.2402158502686818,ACOS,24.0,10.0,14.0,10.0,14.0,24.0,0.83,,0.0012630300532244254,0.012932773748874051,0.09851634415150518,1.0,
58,A2BH40_S697___1,,0.3167762968124704,0.37501624983750165,0.7486128798018015,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.04349923101882863,0.08683379617891092,3.392940019468633,1.0,
59,A2BH40_S1756___1,,0.46584749531245645,0.0937690623093769,0.4672209655856197,ACOS,24.0,20.0,22.0,20.0,22.0,24.0,0.92,,0.005920711107451196,0.029500992037756826,0.4618154663811933,1.0,
60,A2CG49_S1771___1,,0.4472135954999582,0.12501874981250188,0.5471083325128021,ACOS,24.0,14.0,16.0,14.0,16.0,24.0,0.92,,0.007842546279573382,0.034320631298160695,0.6117186098067239,1.0,
61,A2RSJ4_S754___1,,0.3354101966249687,0.34376656233437664,0.7486128798018015,ACOS,24.0,14.0,16.0,14.0,16.0,24.0,0.92,,0.03498372787327912,0.0772155667883189,2.7287307741157716,1.0,
62,A2RSQ0_S178___1,,0.5403830945624495,0.031269687303126965,0.26775992050634295,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.0017528052122483628,0.01500913583641088,0.1367188065553723,1.0,
63,A3KGS3_S486___1,,0.37267799624996517,0.25001749982500177,0.6769836281098036,ACOS,24.0,8.0,18.0,8.0,18.0,24.0,0.58,,0.02203270318362918,0.059658941269150806,1.718550848323076,1.0,
64,A6H619_S919___1,,0.18633899812498259,0.8125118748812512,0.9681887024459009,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.15703129585716225,0.19050882672241617,12.248441076858654,1.0,
65,A6H8H2_S971___1,,0.14907119849998607,0.8750112498875011,0.9681887024459009,ACOS,24.0,4.0,4.0,4.0,4.0,24.0,0.0,,0.21029812498078254,0.23269217256135546,16.403253748501037,1.0,
66,A6H8H2_S1342___1,,0.4472135954999582,0.12501874981250188,0.5471083325128021,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.007842546279573382,0.034320631298160695,0.6117186098067239,1.0,
67,A6H8H2_S1274___1,,0.5403830945624495,0.031269687303126965,0.26775992050634295,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.0017528052122483628,0.01500913583641088,0.1367188065553723,1.0,
68,A6H8H2_S1321___1,,0.6894542930624356,0.001969980300196998,0.11872414609187242,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,9.769013212726992E-5,0.005887458629536801,0.007619830305927054,0.45922177310387047,
69,A6H8H2_S1096___1,,0.42857969568745996,0.15626843731562684,0.5957028140561967,COS,24.0,10.0,22.0,10.0,22.0,24.0,0.5,,0.010293111274975088,0.039237836233760454,0.8028626794480569,1.0,
70,A6H8H2_S987___1,,0.6521864934374391,0.003919960800391996,0.12465081379336959,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,2.1288795232688796E-4,0.006769622926254004,0.01660526028149726,0.5280305882478123,
71,A6X8Z5_S272___1,,0.18633899812498259,0.8125118748812512,0.9681887024459009,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.15703129585716225,0.19050882672241617,12.248441076858654,1.0,
72,A6X8Z5_S464___1,,0.14907119849998607,0.8750112498875011,0.9681887024459009,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.21029812498078254,0.23269217256135546,16.403253748501037,1.0,
73,A6X919_S22___1,,0.14907119849998607,0.8750112498875011,0.9681887024459009,COS,24.0,22.0,10.0,22.0,10.0,24.0,0.5,,0.21029812498078254,0.23269217256135546,16.403253748501037,1.0,
74,A9JSM3_S175___1,,0.2795084971874739,0.5000149998500015,0.8379488662740491,ACOS,24.0,0.0,4.0,0.0,4.0,24.0,0.83,,0.06550881647134288,0.10978278353566148,5.1096876847647446,1.0,
75,A9JSM3_S124___1,,0.46584749531245645,0.0937690623093769,0.4672209655856197,COS,24.0,10.0,22.0,10.0,22.0,24.0,0.5,,0.005920711107451196,0.029500992037756826,0.4618154663811933,1.0,
76,A9JSM3_S130___1,,0.5403830945624495,0.031269687303126965,0.26775992050634295,ACOS,24.0,4.0,14.0,4.0,14.0,24.0,0.58,,0.0017528052122483628,0.01500913583641088,0.1367188065553723,1.0,
77,B1AVY7_S575___1,,0.26087459737497565,0.5625143748562514,0.8679812153353716,ACOS,24.0,4.0,12.0,4.0,12.0,24.0,0.67,,0.07935437224874475,0.12244683433066492,6.189641035402091,1.0,
78,B1AVZ0_S25___1,,0.11180339887498955,0.937510624893751,0.9783257312545608,ACOS,24.0,10.0,6.0,10.0,6.0,24.0,0.17,,0.2729083801775865,0.284789615726215,21.286853653851747,1.0,
79,B1AX39_S522___1,,0.4472135954999582,0.12501874981250188,0.5471083325128021,ACOS,24.0,20.0,14.0,20.0,14.0,24.0,0.25,,0.007842546279573382,0.034320631298160695,0.6117186098067239,1.0,
80,B1AY13_S2601___1,,0.26087459737497565,0.5625143748562514,0.8679812153353716,ACOS,24.0,4.0,0.0,4.0,0.0,24.0,0.17,,0.07935437224874475,0.12244683433066492,6.189641035402091,1.0,
81,B1AY13_S2074___1,,0.42857969568745996,0.15626843731562684,0.5957028140561967,ACOS,24.0,10.0,0.0,10.0,0.0,24.0,0.42,,0.010293111274975088,0.039237836233760454,0.8028626794480569,1.0,
82,B1AY13_S2558___1,,0.11180339887498955,0.937510624893751,0.9783257312545608,ACOS,24.0,2.0,2.0,2.0,2.0,24.0,0.0,,0.2729083801775865,0.284789615726215,21.286853653851747,1.0,
83,B1AY13_S2044___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,20.0,20.0,20.0,20.0,24.0,0.0,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
84,B1AZP2_S973___1,,0.16770509831248434,0.8437615623843762,0.9681887024459009,ACOS,24.0,4.0,4.0,4.0,4.0,24.0,0.0,,0.1824518756760124,0.2107622251328599,14.231246302728968,1.0,
85,B2RQC6_S1859___1,,0.5962847939999443,0.011739882601173987,0.18665823392017336,COS,24.0,14.0,2.0,14.0,2.0,24.0,0.5,,6.374983385533969E-4,0.010135903232075114,0.04972487040716496,0.790600452101859,
86,B2RQE8_S553___1,,0.2236067977499791,0.6875131248687513,0.9288179022565025,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.11350807917025535,0.15334737937433301,8.853630175279918,1.0,
87,B2RR83_S1105___1,,0.2236067977499791,0.6875131248687513,0.9288179022565025,COS,24.0,10.0,22.0,10.0,22.0,24.0,0.5,,0.11350807917025535,0.15334737937433301,8.853630175279918,1.0,
88,B2RRE7_S1016___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,16.0,8.0,16.0,8.0,24.0,0.33,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
89,B2RUR8_S467___1,,0.3354101966249687,0.34376656233437664,0.7486128798018015,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.03498372787327912,0.0772155667883189,2.7287307741157716,1.0,
90,B2RVL6_S65___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
91,B2RX12_S903___1,,0.37267799624996517,0.25001749982500177,0.6769836281098036,COS,24.0,10.0,22.0,10.0,22.0,24.0,0.5,,0.02203270318362918,0.059658941269150806,1.718550848323076,1.0,
92,B2RXS4_S1248___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,14.0,20.0,14.0,20.0,24.0,0.75,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
93,B2RXS4_S1574___1,,0.13043729868748782,0.9062609373906261,0.9713447174471344,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.24049416858204564,0.2577654300113796,18.75854514939956,1.0,
94,B2RY56_S698___1,,0.2795084971874739,0.5000149998500015,0.8379488662740491,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.06550881647134288,0.10978278353566148,5.1096876847647446,1.0,
95,B2RY56_S672___1,,0.2236067977499791,0.6875131248687513,0.9288179022565025,ACOS,24.0,20.0,4.0,20.0,4.0,24.0,0.67,,0.11350807917025535,0.15334737937433301,8.853630175279918,1.0,
96,B2RY56_S578___1,,0.2795084971874739,0.5000149998500015,0.8379488662740491,ACOS,24.0,14.0,4.0,14.0,4.0,24.0,0.42,,0.06550881647134288,0.10978278353566148,5.1096876847647446,1.0,
97,B9EJ80_S532___1,,0.14907119849998607,0.8750112498875011,0.9681887024459009,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.21029812498078254,0.23269217256135546,16.403253748501037,1.0,
98,B9EJ86_S305___1,,0.5403830945624495,0.031269687303126965,0.26775992050634295,COS,24.0,10.0,22.0,10.0,22.0,24.0,0.5,,0.0017528052122483628,0.01500913583641088,0.1367188065553723,1.0,
99,B9EJ86_S314___1,,0.13043729868748782,0.9062609373906261,0.9713447174471344,ACOS,24.0,10.0,10.0,10.0,10.0,24.0,0.0,,0.24049416858204564,0.2577654300113796,18.75854514939956,1.0,
100,C0HKD9_S116___1,,0.42857969568745996,0.15626843731562684,0.5957028140561967,COS,24.0,22.0,10.0,22.0,10.0,24.0,0.5,,0.010293111274975088,0.039237836233760454,0.8028626794480569,1.0,
101,C0HKD9_S118___1,,0.46584749531245645,0.0937690623093769,0.4672209655856197,ACOS,24.0,20.0,6.0,20.0,6.0,24.0,0.58,,0.005920711107451196,0.029500992037756826,0.4618154663811933,1.0,
102,C0HKD9_S132___1,,0.5403830945624495,0.031269687303126965,0.26775992050634295,ACOS,24.0,20.0,6.0,20.0,6.0,24.0,0.58,,0.0017528052122483628,0.01500913583641088,0.1367188065553723,1.0,
103,C0HKD9_S53___1,,0.3167762968124704,0.37501624983750165,0.7486128798018015,ACOS,24.0,16.0,8.0,16.0,8.0,24.0,0.33,,0.04349923101882863,0.08683379617891092,3.392940019468633,1.0,
104,D3YXK2_S24___1,,0.26087459737497565,0.5625143748562514,0.8679812153353716,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.07935437224874475,0.12244683433066492,6.189641035402091,1.0,
105,D3YXK2_S366___1,,0.3354101966249687,0.34376656233437664,0.7486128798018015,ACOS,24.0,4.0,2.0,4.0,2.0,24.0,0.08,,0.03498372787327912,0.0772155667883189,2.7287307741157716,1.0,
106,D3YXK2_S235___1,,0.42857969568745996,0.15626843731562684,0.5957028140561967,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.010293111274975088,0.039237836233760454,0.8028626794480569,1.0,
107,D3YXK2_S247___1,,0.3913118960624634,0.21876781232187678,0.6642815337681556,ACOS,24.0,20.0,14.0,20.0,14.0,24.0,0.25,,0.017251591034782986,0.052383909821548336,1.345624100713073,1.0,
108,D3YXK2_S298___1,,0.13043729868748782,0.9062609373906261,0.9713447174471344,ACOS,24.0,2.0,2.0,2.0,2.0,24.0,0.0,,0.24049416858204564,0.2577654300113796,18.75854514939956,1.0,
109,D3YZP9_S316___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,8.0,16.0,8.0,16.0,24.0,0.67,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
110,D3YZP9_S318___1,,0.26087459737497565,0.5625143748562514,0.8679812153353716,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.07935437224874475,0.12244683433066492,6.189641035402091,1.0,
111,D3YZP9_S412___1,,0.13043729868748782,0.9062609373906261,0.9713447174471344,ACOS,24.0,4.0,12.0,4.0,12.0,24.0,0.67,,0.24049416858204564,0.2577654300113796,18.75854514939956,1.0,
112,D3Z6Q9_S430___1,,0.3913118960624634,0.21876781232187678,0.6642815337681556,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.017251591034782986,0.052383909821548336,1.345624100713073,1.0,
113,E9PV87_S333___1,,0.3540440964374669,0.3125168748312517,0.7486128798018015,ACOS,24.0,14.0,14.0,14.0,14.0,24.0,0.0,,0.027887169552556004,0.067873080357144,2.175199225099368,1.0,
114,E9PV87_S1220___1,,0.24224069756247738,0.6250137498625014,0.8972520438135001,ACOS,24.0,20.0,6.0,20.0,6.0,24.0,0.58,,0.0953088004769263,0.13682261556669456,7.434086437200252,1.0,
115,E9PYH6_S521___1,,0.16770509831248434,0.8437615623843762,0.9681887024459009,ACOS,24.0,4.0,20.0,4.0,20.0,24.0,0.33,,0.1824518756760124,0.2107622251328599,14.231246302728968,1.0,
116,E9PYH6_S1160___1,,0.29814239699997214,0.43751562484375156,0.8024924272496405,ACOS,24.0,2.0,4.0,2.0,4.0,24.0,0.92,,0.05361444160464873,0.09833976419542527,4.181926445162601,1.0,
117,E9PYL2_S1562___1,,0.37267799624996517,0.25001749982500177,0.6769836281098036,COS,24.0,8.0,20.0,8.0,20.0,24.0,0.5,,0.02203270318362918,0.059658941269150806,1.718550848323076,1.0,
118,E9PYL2_S648___1,,0.11180339887498955,0.937510624893751,0.9783257312545608,ACOS,24.0,10.0,6.0,10.0,6.0,24.0,0.17,,0.2729083801775865,0.284789615726215,21.286853653851747,1.0,
119,E9Q1P8_S71___1,,0.14907119849998607,0.8750112498875011,0.9681887024459009,ACOS,24.0,2.0,10.0,2.0,10.0,24.0,0.67,,0.21029812498078254,0.23269217256135546,16.403253748501037,1.0,
120,E9Q1P8_S169___1,,0.2236067977499791,0.6875131248687513,0.9288179022565025,ACOS,24.0,2.0,10.0,2.0,10.0,24.0,0.67,,0.11350807917025535,0.15334737937433301,8.853630175279918,1.0,
121,E9Q1P8_S343___1,,0.16770509831248434,0.8437615623843762,0.9681887024459009,ACOS,24.0,16.0,16.0,16.0,16.0,24.0,0.0,,0.1824518756760124,0.2107622251328599,14.231246302728968,1.0,
122,E9Q286_S1677___1,,0.26087459737497565,0.5625143748562514,0.8679812153353716,ACOS,24.0,4.0,14.0,4.0,14.0,24.0,0.58,,0.07935437224874475,0.12244683433066492,6.189641035402091,1.0,
